chef,chefLabel,birthDate,birthPlaceLabel,genderLabel,awardLabel
http://www.wikidata.org/entity/Q3160368,Jacques et Laurent Pourcel,,,,
http://www.wikidata.org/entity/Q3455759,Régis Marcon,1956-06-14T00:00:00Z,Saint-Bonnet-le-Froid,masculin,
http://www.wikidata.org/entity/Q3121912,Guy Lassausaie,1961-03-09T00:00:00Z,Chasselay,masculin,
http://www.wikidata.org/entity/Q6120800,Jacques Pic,1932-10-31T00:00:00Z,Saint-Péray,masculin,
http://www.wikidata.org/entity/Q2144729,René Lasserre,1912-11-12T00:00:00Z,Bayonne,masculin,
http://www.wikidata.org/entity/Q2904615,Guy Savoy,1953-07-24T00:00:00Z,Nevers,masculin,
http://www.wikidata.org/entity/Q532069,Roger Vergé,1930-04-07T00:00:00Z,Commentry,masculin,
http://www.wikidata.org/entity/Q3559859,Vincent Thierry,1971-11-15T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q2966171,Christophe Cussac,1955-08-13T00:00:00Z,Paris,masculin,
http://www.wikidata.org/entity/Q3571745,Yannick Delpech,1976-01-06T00:00:00Z,Albi,masculin,
http://www.wikidata.org/entity/Q1892624,Marc Haeberlin,1954-01-01T00:00:00Z,Illhaeusern,masculin,
http://www.wikidata.org/entity/Q3350809,Olivier Bellin,1971-08-08T00:00:00Z,Quimper,masculin,
http://www.wikidata.org/entity/Q2965417,Christian Le Squer,1962-09-30T00:00:00Z,Plouhinec,masculin,
http://www.wikidata.org/entity/Q1063664,Charles Barrier,1916-04-30T00:00:00Z,Cinq-Mars-la-Pile,masculin,
http://www.wikidata.org/entity/Q2898404,Bernard Pacaud,1947-09-29T00:00:00Z,Rennes,masculin,
http://www.wikidata.org/entity/Q1338393,Emmanuel Renaut,1968-01-26T00:00:00Z,Soisy-sous-Montmorency,masculin,
http://www.wikidata.org/entity/Q3369513,Patrick Henriroux,1958-11-20T00:00:00Z,Vesoul,masculin,
http://www.wikidata.org/entity/Q2894669,Christophe Aribert,1971-05-24T00:00:00Z,Grenoble,masculin,
http://www.wikidata.org/entity/Q3018370,David Martin,1961-08-09T00:00:00Z,Strasbourg,masculin,
http://www.wikidata.org/entity/Q3168545,Jean-Paul Jeunet,1954-12-02T00:00:00Z,Arbois,masculin,
http://www.wikidata.org/entity/Q3167322,Jean-Marc Banzo,1955-03-21T00:00:00Z,Tunis,masculin,
http://www.wikidata.org/entity/Q2833639,Alexandre Dumaine,1895-08-26T00:00:00Z,Digoin,masculin,
http://www.wikidata.org/entity/Q3379903,Philippe Geneletti,1974-12-29T00:00:00Z,Albertville,masculin,
http://www.wikidata.org/entity/Q665234,Émile Jung,1941-04-02T00:00:00Z,Masevaux,masculin,
http://www.wikidata.org/entity/Q2965167,Christian Constant,1950-05-18T00:00:00Z,Montauban,masculin,
http://www.wikidata.org/entity/Q2829776,Alain Dutournier,1949-03-11T00:00:00Z,Cagnotte,masculin,
http://www.wikidata.org/entity/Q2896199,Édouard Loubet,1970-09-25T00:00:00Z,Val Thorens,masculin,
http://www.wikidata.org/entity/Q2966590,Christopher Hache,1981-12-14T00:00:00Z,Le Chesnay,masculin,
http://www.wikidata.org/entity/Q2965669,Christian Têtedoie,1961-09-28T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q2377244,Benoît Violier,1971-08-22T00:00:00Z,Saintes,masculin,
http://www.wikidata.org/entity/Q5428149,Fabrice Desvignes,1972-01-01T00:00:00Z,Saint-Quentin,masculin,
http://www.wikidata.org/entity/Q2863099,Arnaud Donckele,1977-03-29T00:00:00Z,Rouen,masculin,
http://www.wikidata.org/entity/Q2829655,Alain Chapel,1937-12-30T00:00:00Z,3e arrondissement de Lyon,masculin,
http://www.wikidata.org/entity/Q3379637,Philippe Conticini,1963-08-16T00:00:00Z,Choisy-le-Roi,masculin,
http://www.wikidata.org/entity/Q3573984,Yves Thuriès,1938-06-05T00:00:00Z,Lempaut,masculin,
http://www.wikidata.org/entity/Q2244569,Pierre Gagnaire,1950-04-09T00:00:00Z,Apinac,masculin,
http://www.wikidata.org/entity/Q446097,Anne-Sophie Pic,1969-07-12T00:00:00Z,Valence,féminin,
http://www.wikidata.org/entity/Q3298892,Mathieu Viannay,1967-07-14T00:00:00Z,Versailles,masculin,
http://www.wikidata.org/entity/Q3380200,Philippe Legendre,1958-05-18T00:00:00Z,Vendée,masculin,
http://www.wikidata.org/entity/Q363889,Raymond Oliver,1909-03-27T00:00:00Z,Langon,masculin,
http://www.wikidata.org/entity/Q4705701,Alain Roux,1968-03-27T00:00:00Z,Londres,masculin,
http://www.wikidata.org/entity/Q3089575,Frédéric Anton,1964-10-15T00:00:00Z,Nancy,masculin,
http://www.wikidata.org/entity/Q2896218,Yannick Alléno,1968-12-16T00:00:00Z,Puteaux,masculin,
http://www.wikidata.org/entity/Q3167157,Jean-Luc Germond,1951-07-07T00:00:00Z,Bretoncelles,masculin,
http://www.wikidata.org/entity/Q3369238,Patrick Bertron,1962-01-22T00:00:00Z,Rennes,masculin,
http://www.wikidata.org/entity/Q2833695,Alexandre Gauthier,1979-03-26T00:00:00Z,Boulogne-sur-Mer,masculin,
http://www.wikidata.org/entity/Q3309122,Michel Bruneau,1953-01-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q2748495,Alain Passard,1956-08-04T00:00:00Z,La Guerche-de-Bretagne,masculin,
http://www.wikidata.org/entity/Q3379815,Philippe Etchebest,1966-12-02T00:00:00Z,Soissons,masculin,
http://www.wikidata.org/entity/Q3173521,Jean Michel Lorain,1959-01-07T00:00:00Z,Migennes,masculin,
http://www.wikidata.org/entity/Q2895874,Thierry Marx,1959-09-21T00:00:00Z,20e arrondissement de Paris,masculin,
http://www.wikidata.org/entity/Q3219110,Laurent Cesne,1962-09-18T00:00:00Z,Barneville-Carteret,masculin,
http://www.wikidata.org/entity/Q3169814,Jean-Pierre Vigato,1952-03-20T00:00:00Z,Conflans-Sainte-Honorine,masculin,
http://www.wikidata.org/entity/Q5562044,Gilles Epie,1958-11-03T00:00:00Z,Nantes,masculin,
http://www.wikidata.org/entity/Q1557548,Guy Martin,1957-02-03T00:00:00Z,Bourg-Saint-Maurice,masculin,
http://www.wikidata.org/entity/Q187901,Alain Ducasse,1956-09-13T00:00:00Z,Orthez,masculin,
http://www.wikidata.org/entity/Q3009030,Cyril Lignac,1977-11-05T00:00:00Z,Rodez,masculin,
http://www.wikidata.org/entity/Q1569825,Michel Bras,1946-11-04T00:00:00Z,Gabriac,masculin,
http://www.wikidata.org/entity/Q287962,Éric Briffard,1961-11-30T00:00:00Z,Auxerre,masculin,
http://www.wikidata.org/entity/Q2897473,Bernard Bach,1961-03-16T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q580118,Jean-François Piège,1970-09-25T00:00:00Z,Valence,masculin,
http://www.wikidata.org/entity/Q2776768,Alain Senderens,1939-12-02T00:00:00Z,Hyères,masculin,
http://www.wikidata.org/entity/Q2847577,André Daguin,1935-09-20T00:00:00Z,Auch,masculin,
http://www.wikidata.org/entity/Q3310761,Michel Roth,1959-11-07T00:00:00Z,Sarreguemines,masculin,
http://www.wikidata.org/entity/Q1367752,Joël Robuchon,1945-04-07T00:00:00Z,Poitiers,masculin,
http://www.wikidata.org/entity/Q822576,Bernard Loiseau,1951-01-13T00:00:00Z,Chamalières,masculin,
http://www.wikidata.org/entity/Q2926911,Bruno Oger,1966-05-09T00:00:00Z,Lorient,masculin,
http://www.wikidata.org/entity/Q2896437,Benoît Bernard,1970-01-01T00:00:00Z,Villeneuve-d'Ascq,masculin,
http://www.wikidata.org/entity/Q1296999,Georges Blanc,1943-01-02T00:00:00Z,Bourg-en-Bresse,masculin,
http://www.wikidata.org/entity/Q3123653,Gérald Passedat,1960-03-24T00:00:00Z,Marseille,masculin,
http://www.wikidata.org/entity/Q737600,Michel Guérard,1933-03-27T00:00:00Z,Vétheuil,masculin,
http://www.wikidata.org/entity/Q3124363,Gérard Vié,1943-04-11T00:00:00Z,Paris,masculin,
http://www.wikidata.org/entity/Q5927413,Hubert Keller,1954-01-01T00:00:00Z,Ribeauvillé,masculin,
http://www.wikidata.org/entity/Q12131824,Michel Roux Jr,1960-05-23T00:00:00Z,Kent,masculin,
http://www.wikidata.org/entity/Q3507196,Sylvestre Wahid,1975-08-03T00:00:00Z,Kohat,masculin,
http://www.wikidata.org/entity/Q2918264,Raymond Blanc,1949-11-19T00:00:00Z,Besançon,masculin,
http://www.wikidata.org/entity/Q2918056,Michel Roux,1941-04-19T00:00:00Z,Charolles,masculin,
http://www.wikidata.org/entity/Q2895868,Jacques Lameloise,1947-04-06T00:00:00Z,Chagny,masculin,
http://www.wikidata.org/entity/Q6687923,Louis Outhier,1930-12-02T00:00:00Z,Belfort,masculin,
http://www.wikidata.org/entity/Q3159298,Jacques Le Divellec,1932-09-15T00:00:00Z,7e arrondissement de Paris,masculin,
http://www.wikidata.org/entity/Q5428149,Fabrice Desvignes,1973-11-29T00:00:00Z,Saint-Quentin,masculin,
http://www.wikidata.org/entity/Q3022687,Denis Fétisson,1978-01-23T00:00:00Z,Marseille,masculin,
http://www.wikidata.org/entity/Q3591143,Éric Fréchon,1963-11-16T00:00:00Z,Corbie,masculin,
http://www.wikidata.org/entity/Q83274731,Fabienne Eymard,,Brive-la-Gaillarde,féminin,étoile Michelin
http://www.wikidata.org/entity/Q64224878,Lydia Egloff,1956-01-01T00:00:00Z,Strasbourg,féminin,étoile Michelin
http://www.wikidata.org/entity/Q16678379,Sylvain Guillemot,1971-01-24T00:00:00Z,Loudéac,masculin,étoile Michelin
http://www.wikidata.org/entity/Q33104183,Stéphanie Le Quellec,1981-12-06T00:00:00Z,Enghien-les-Bains,féminin,étoile Michelin
http://www.wikidata.org/entity/Q3104895,Ghislaine Arabian,1948-08-03T00:00:00Z,Croix,féminin,étoile Michelin
http://www.wikidata.org/entity/Q96276426,Paule Castaing,1911-03-14T00:00:00Z,Nîmes,féminin,étoile Michelin
http://www.wikidata.org/entity/Q105064021,Mory Sacko,1992-09-24T00:00:00Z,Champigny-sur-Marne,masculin,étoile Michelin
http://www.wikidata.org/entity/Q43629496,Annie Féolde,1945-06-15T00:00:00Z,Nice,féminin,étoile Michelin
http://www.wikidata.org/entity/Q33108705,Yoann Conte,1974-09-15T00:00:00Z,Brest,masculin,Guide Michelin
http://www.wikidata.org/entity/Q27959694,Dominique Crenn,1965-04-07T00:00:00Z,Saint-Germain-en-Laye,féminin,étoile Michelin
http://www.wikidata.org/entity/Q97291168,Annie Desvignes,1937-05-04T00:00:00Z,Nord,féminin,étoile Michelin
http://www.wikidata.org/entity/Q64349001,Nicole Fagegaltier,1963-05-16T00:00:00Z,Belcastel,féminin,étoile Michelin
http://www.wikidata.org/entity/Q18547785,Christophe Marguin,1969-12-25T00:00:00Z,Lyon,masculin,
http://www.wikidata.org/entity/Q15613735,Antoine Westermann,1949-01-01T00:00:00Z,Wissembourg,masculin,
http://www.wikidata.org/entity/Q105396989,Jérôme Banctel,1971-12-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q125868085,Lionel Giraud,,,,
http://www.wikidata.org/entity/Q16268039,Patrick Jeffroy,1952-01-25T00:00:00Z,Rennes,masculin,
http://www.wikidata.org/entity/Q19958558,Jean-Luc Rocha,1977-01-01T00:00:00Z,Vesoul,masculin,
http://www.wikidata.org/entity/Q33112404,Alain Pégouret,1966-08-28T00:00:00Z,Cannes,masculin,
http://www.wikidata.org/entity/Q21427050,Jean-André Charial,1945-07-07T00:00:00Z,Paris,masculin,
http://www.wikidata.org/entity/Q70755363,Victor Mercier,1990-09-27T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q24940343,Romain Fornell,1976-12-27T00:00:00Z,Toulouse,masculin,
http://www.wikidata.org/entity/Q15457336,Philippe Bohrer,1961-08-31T00:00:00Z,Colmar,masculin,
http://www.wikidata.org/entity/Q63967443,Grégory Marchand,1978-07-20T00:00:00Z,Nantes,masculin,
http://www.wikidata.org/entity/Q63892372,Florent Ladeyn,1984-06-05T00:00:00Z,Hazebrouck,masculin,
http://www.wikidata.org/entity/Q62197078,Hugo Roellinger,1988-02-01T00:00:00Z,Saint-Malo,masculin,
http://www.wikidata.org/entity/Q33120818,Christophe Saintagne,1977-10-30T00:00:00Z,Caen,masculin,
http://www.wikidata.org/entity/Q16629641,Dominique Bouchet,1952-07-27T00:00:00Z,Clam,masculin,
http://www.wikidata.org/entity/Q15992373,Laurent Peugeot,1974-01-08T00:00:00Z,Saint-Rémy,masculin,
http://www.wikidata.org/entity/Q68710483,Coline Faulquier,1989-05-10T00:00:00Z,,féminin,
http://www.wikidata.org/entity/Q83633336,Olivier Nasti,1966-12-09T00:00:00Z,Belfort,masculin,
http://www.wikidata.org/entity/Q20666487,David Zuddas,1967-01-01T00:00:00Z,Dijon,masculin,
http://www.wikidata.org/entity/Q53775759,François Adamski,http://www.wikidata.org/.well-known/genid/204d17e3ff488127898ec659c70565ea,http://www.wikidata.org/.well-known/genid/64e731367a21df252e7544c8449b3340,masculin,
http://www.wikidata.org/entity/Q87009020,Ludovic Turac,1988-05-04T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q19629366,Jean Delaveyne,1919-05-22T00:00:00Z,Marolles-en-Hurepoix,masculin,
http://www.wikidata.org/entity/Q110779163,Baptiste Renouard,1991-09-18T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q33200389,Dimitri Droisneau,1980-01-11T00:00:00Z,Évreux,masculin,
http://www.wikidata.org/entity/Q59622849,Laurent Petit,1963-06-22T00:00:00Z,Bussières-lès-Belmont,masculin,
http://www.wikidata.org/entity/Q23461501,Éric Guerin,1970-02-04T00:00:00Z,Toulouse,masculin,
http://www.wikidata.org/entity/Q73366776,Christopher Coutanceau,1978-10-12T00:00:00Z,La Rochelle,masculin,
http://www.wikidata.org/entity/Q23926141,Frédéric Simonin,1975-07-31T00:00:00Z,Issy-les-Moulineaux,masculin,
http://www.wikidata.org/entity/Q23926374,Romain Meder,1978-10-31T00:00:00Z,Neurey-lès-la-Demie,masculin,
http://www.wikidata.org/entity/Q120176361,Serge Vieira,1977-04-04T00:00:00Z,Clermont-Ferrand,masculin,
http://www.wikidata.org/entity/Q73157420,Christophe Hay,1977-06-13T00:00:00Z,Vendôme,masculin,
http://www.wikidata.org/entity/Q16679907,Thierry Drapeau,1966-07-01T00:00:00Z,Nantes,masculin,
http://www.wikidata.org/entity/Q120416143,Gilles Reinhardt,1975-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q68659404,Guillaume Pape,1991-12-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q15613735,Antoine Westermann,1946-04-04T00:00:00Z,Wissembourg,masculin,
http://www.wikidata.org/entity/Q15715745,Thibaut Ruggeri,1980-09-05T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q26506507,Mathieu Pacaud,1981-01-01T00:00:00Z,Paris,masculin,
http://www.wikidata.org/entity/Q96283384,Philippe Labbé,1961-07-18T00:00:00Z,Troyes,masculin,
http://www.wikidata.org/entity/Q23771753,Michel Portos,1963-04-04T00:00:00Z,Marseille,masculin,
http://www.wikidata.org/entity/Q16645268,Jean-Louis Nomicos,1967-06-04T00:00:00Z,Marseille,masculin,
http://www.wikidata.org/entity/Q58356358,Alan Geaam,1974-01-01T00:00:00Z,Monrovia,masculin,
http://www.wikidata.org/entity/Q16640679,Guy Legay,1939-12-18T00:00:00Z,Pontgibaud,masculin,
http://www.wikidata.org/entity/Q33101925,Jacques Maximin,1948-03-03T00:00:00Z,Rang-du-Fliers,masculin,
http://www.wikidata.org/entity/Q133934101,Jérôme Ryon,1972-01-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q117616165,Stéphane Tournié,1969-02-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q64534061,Diego Delbecq,1988-02-27T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q68596060,Camille Delcroix,1989-11-11T00:00:00Z,Saint-Saulve,masculin,
http://www.wikidata.org/entity/Q33112838,Akrame Benallal,1981-06-22T00:00:00Z,Maisons-Laffitte,masculin,
http://www.wikidata.org/entity/Q80787823,Alexandre Mazzia,1976-04-30T00:00:00Z,Pointe-Noire,masculin,
http://www.wikidata.org/entity/Q81520484,Franck Pelux,1988-02-02T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q16195729,Paul Pairet,1964-06-29T00:00:00Z,Perpignan,masculin,
http://www.wikidata.org/entity/Q90132085,Jacques Manière,1923-10-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q20089599,Daniel Galmiche,1958-06-18T00:00:00Z,Lure,masculin,
http://www.wikidata.org/entity/Q109037512,Jean Le Hir,1913-04-17T00:00:00Z,Lisieux,masculin,
http://www.wikidata.org/entity/Q59622849,Laurent Petit,1962-01-01T00:00:00Z,Bussières-lès-Belmont,masculin,
http://www.wikidata.org/entity/Q20685695,Jean Sulpice,1978-07-27T00:00:00Z,Aix-les-Bains,masculin,
http://www.wikidata.org/entity/Q82755582,Glenn Viel,1980-01-02T00:00:00Z,Versailles,masculin,
http://www.wikidata.org/entity/Q16637394,Frédéric Vardon,1967-06-26T00:00:00Z,Flers,masculin,
http://www.wikidata.org/entity/Q19630088,Jean Bardet,1941-09-27T00:00:00Z,Auvergne,masculin,
http://www.wikidata.org/entity/Q29652447,Hubert Maetz,1961-03-10T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q94939047,Michel Del Burgo,1962-06-21T00:00:00Z,Hirson,masculin,
http://www.wikidata.org/entity/Q90132085,Jacques Manière,1923-01-01T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q16034380,Marc Meurin,1953-01-04T00:00:00Z,Lens,masculin,
http://www.wikidata.org/entity/Q112244796,Jacques Decoret,1965-11-04T00:00:00Z,Lapalisse,masculin,
http://www.wikidata.org/entity/Q85432458,Sébastien Vauxion,1983-05-29T00:00:00Z,Perpignan,masculin,
http://www.wikidata.org/entity/Q17486075,Bruno Loubet,1961-01-01T00:00:00Z,Bordeaux,masculin,
http://www.wikidata.org/entity/Q124809833,Julien Lemarié,1977-03-24T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q125688805,Cédric Burtin,1981-03-09T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q33103692,Franck Putelat,1969-11-07T00:00:00Z,Dole,masculin,
http://www.wikidata.org/entity/Q110986116,Vincent Favre Félix,1977-08-26T00:00:00Z,Annecy,masculin,
http://www.wikidata.org/entity/Q87011903,Guillaume Sanchez,1990-10-05T00:00:00Z,,masculin,
http://www.wikidata.org/entity/Q33103496,Pascal Bastian,1978-11-24T00:00:00Z,Ingwiller,masculin,
http://www.wikidata.org/entity/Q33112500,Alexandre Couillon,1975-12-09T00:00:00Z,Dakar,masculin,
http://www.wikidata.org/entity/Q33102743,William Ledeuil,1964-10-19T00:00:00Z,Bourges,masculin,
http://www.wikidata.org/entity/Q125619863,Fabien Ferré,,,masculin,
http://www.wikidata.org/entity/Q81199891,Nicolas Sale,1972-07-29T00:00:00Z,Paris,masculin,
http://www.wikidata.org/entity/Q8159,Paul Bocuse,1926-02-11T00:00:00Z,Collonges-au-Mont-d'Or,masculin,
http://www.wikidata.org/entity/Q16269549,Jean-Paul Abadie,1958-02-18T00:00:00Z,Lannemezan,masculin,
http://www.wikidata.org/entity/Q16645490,Jean Imbert,1981-01-18T00:00:00Z,L'Haÿ-les-Roses,masculin,
http://www.wikidata.org/entity/Q96056272,David Gallienne,1988-10-04T00:00:00Z,Le Mans,masculin,
http://www.wikidata.org/entity/Q60178747,Pierre Orsi,1939-07-12T00:00:00Z,,masculin,
